Date,Close,Change,Momentum
2015-09-03,36.900002,0.0,0
2015-09-04,36.27,0.01707322400687126,-1
2015-09-08,37.68,0.038875103391232325,1
2015-09-09,37.09,0.015658174097664446,-1
2015-09-10,37.610001000000004,0.014019978430843908,1
2015-09-11,37.919998,0.008242408714639375,1
2015-09-14,37.560001,0.009493592272868789,-1
2015-09-15,37.990002000000004,0.011448375627040167,1
2015-09-16,38.27,0.007370307587770041,1
2015-09-17,36.740002000000004,0.0399790436373138,-1
2015-09-18,36.380001,0.009798611333771946,-1
2015-09-21,36.830002,0.01236946090243374,1
2015-09-22,36.189999,0.01737721871424281,-1
2015-09-23,35.990002000000004,0.005526305761986791,-1
2015-09-24,36.060001,0.0019449568243979452,1
2015-09-25,36.049999,0.0002773710405609824,-1
2015-09-28,35.439999,0.016920943603909656,-1
2015-09-29,35.509997999999996,0.001975141139253297,1
2015-09-30,36.119999,0.017178288773770253,1
2015-10-01,36.240002000000004,0.0033223422846718263,1
2015-10-02,36.889998999999996,0.017935898568658796,1
2015-10-05,37.59,0.018975359690305428,1
2015-10-06,37.73,0.0037243947858471254,1
2015-10-07,37.66,0.0018552875695732915,-1
2015-10-08,37.889998999999996,0.006107249070631955,1
2015-10-09,38.099998,0.005542333215685843,1
2015-10-12,38.040001000000004,0.0015747244921114074,-1
2015-10-13,37.82,0.0057834120456517184,-1
2015-10-14,37.259997999999996,0.01480703331570609,-1
2015-10-15,37.549999,0.007783172720513935,1
2015-10-16,37.369999,0.00479360864963005,-1
2015-10-19,36.869999,0.013379716708047008,-1
2015-10-20,36.860001000000004,0.00027116897941863123,-1
2015-10-21,36.619999,0.006511177251460303,-1
2015-10-22,37.790001000000004,0.03194980972009322,1
2015-10-23,38.07,0.007409340899461647,1
2015-10-26,38.369999,0.00788019437877593,1
2015-10-27,38.34,0.0007818347871209628,-1
2015-10-28,38.880001,0.01408453312467388,1
2015-10-29,38.860001000000004,0.0005144032789504307,-1
2015-10-30,38.84,0.0005146937592719207,-1
2015-11-02,39.75,0.023429454170957684,1
2015-11-03,40.200001,0.011320779874213845,1
2015-11-04,40.48,0.006965149080468843,1
2015-11-05,40.349998,0.0032115118577074487,-1
2015-11-06,40.619999,0.0066914749289454884,1
2015-11-09,40.099998,0.01280160051210244,-1
2015-11-10,39.919998,0.004488778278742052,-1
2015-11-11,39.040001000000004,0.022044014130461528,-1
2015-11-12,38.630001,0.010502048911320562,-1
2015-11-13,37.299999,0.034429250985522894,-1
2015-11-16,38.119999,0.021983914798496384,1
2015-11-17,38.130001,0.0002623819586144288,1
2015-11-18,38.700001,0.014948858773961226,1
2015-11-19,39.02,0.00826870779667429,1
2015-11-20,39.34,0.008200922603792933,1
2015-11-23,39.139998999999996,0.005083909506863432,-1
2015-11-24,39.459998999999996,0.008175779462845676,1
2015-11-25,39.259997999999996,0.005068449190786861,-1
2015-11-27,39.18,0.0020376465633033464,-1
2015-11-30,38.970001,0.005359851965288318,-1
2015-12-01,39.23,0.006671772987637168,1
2015-12-02,38.700001,0.013510043334182936,-1
2015-12-03,37.810001,0.02299741542642339,-1
2015-12-04,39.16,0.03570481259706914,1
2015-12-07,38.82,0.008682328907047914,-1
2015-12-08,38.73,0.0023183925811438282,-1
2015-12-09,38.580002,0.0038729150529304554,-1
2015-12-10,38.189999,0.010108941933180826,-1
2015-12-11,37.209998999999996,0.02566116851691994,-1
2015-12-14,37.650002,0.011824859226682709,1
2015-12-15,38.209998999999996,0.014873757510026045,1
2015-12-16,38.91,0.018319838218263246,1
2015-12-17,36.93,0.05088666152659977,-1
2015-12-18,36.349998,0.01570544272948823,-1
2015-12-21,36.419998,0.0019257222517591415,1
2015-12-22,36.59,0.004667820135520155,1
2015-12-23,36.93,0.009292156326865163,1
2015-12-24,37.009997999999996,0.00216620633631184,1
2015-12-28,36.790001000000004,0.0059442586297895035,-1
2015-12-29,37.040001000000004,0.006795324631820477,1
2015-12-30,36.919998,0.0032398217267867804,-1
2015-12-31,36.529999,0.010563353768329106,-1
2016-01-04,35.75,0.021352286377012947,-1
2016-01-05,35.639998999999996,0.0030769510489511613,-1
2016-01-06,35.82,0.00505053325057625,1
2016-01-07,35.040001000000004,0.021775516471245017,-1
2016-01-08,34.650002,0.011130108129848599,-1
2016-01-11,34.939999,0.008369321306244069,1
2016-01-12,35.369999,0.012306812029387857,1
2016-01-13,34.080002,0.0364715023034069,-1
2016-01-14,34.790001000000004,0.020833302767998763,1
2016-01-15,34.119999,0.019258464522608196,-1
2016-01-19,34.549999,0.012602579501834093,1
2016-01-20,33.939999,0.01765557214632624,-1
2016-01-21,34.119999,0.005303476879890295,1
2016-01-22,34.799999,0.01992966060755159,1
2016-01-25,34.34,0.013218362448803412,-1
2016-01-26,35.23,0.02591729761211396,1
2016-01-27,34.91,0.009083167754754479,-1
2016-01-28,35.330002,0.012030993984531762,1
2016-01-29,36.310001,0.027738436018203434,1
2016-02-01,36.32,0.00027537867597416304,1
2016-02-02,35.349998,0.0267071035242291,-1
2016-02-03,35.689999,0.009618133500318753,1
2016-02-04,36.450001,0.021294536881326338,1
2016-02-05,35.700001,0.020576131122739885,-1
2016-02-08,35.610001000000004,0.002521008332744761,-1
2016-02-09,35.080002,0.014883431202374961,-1
2016-02-10,35.200001,0.003420723864268878,1
2016-02-11,34.84,0.010227300845815229,-1
2016-02-12,35.540001000000004,0.020091877152698057,1
2016-02-16,35.700001,0.004501969485031713,1
2016-02-17,36.630001,0.026050419438363594,1
2016-02-18,36.630001,0.0,-1
2016-02-19,36.779999,0.00409494938315717,1
2016-02-22,37.110001000000004,0.008972322158029625,1
2016-02-23,36.549999,0.015090325651028797,-1
2016-02-24,36.630001,0.002188837269188444,1
2016-02-25,37.290001000000004,0.018018017526125748,1
2016-02-26,36.959998999999996,0.008849610918487436,-1
2016-02-29,36.779999,0.0048701300018974495,-1
2016-03-01,37.990002000000004,0.032898396761783695,1
2016-03-02,37.759997999999996,0.006054329768132365,-1
2016-03-03,37.889998999999996,0.003442823275573268,1
2016-03-04,37.889998999999996,0.0,-1
2016-03-07,38.360001000000004,0.012404381430572433,1
2016-03-08,38.150002,0.0054744263432110795,-1
2016-03-09,38.48,0.008650012652686001,1
2016-03-10,38.049999,0.01117466216216209,-1
2016-03-11,38.950001,0.02365314122610097,1
2016-03-14,38.700001,0.006418485072696147,-1
2016-03-15,38.740002000000004,0.0010336175443510641,1
2016-03-16,40.220001,0.03820337954551472,1
2016-03-17,40.610001000000004,0.009696668083126117,1
2016-03-18,41.48,0.021423269602972746,1
2016-03-21,41.610001000000004,0.00313406460945051,1
2016-03-22,41.380001,0.005527517290855243,-1
2016-03-23,40.75,0.015224770052567182,-1
2016-03-24,40.970001,0.005398797546012355,1
2016-03-28,40.619999,0.008542884829317027,-1
2016-03-29,40.700001,0.0019695224512437915,1
2016-03-30,40.970001,0.006633906470911465,1
2016-03-31,40.91,0.0014645105817792596,-1
2016-04-01,41.16,0.006110975311659742,1
2016-04-04,41.07,0.002186588921282709,-1
2016-04-05,40.529999,0.013148307767226777,-1
2016-04-06,40.75,0.0054281027739478465,1
2016-04-07,39.970001,0.019141079754601144,-1
2016-04-08,40.360001000000004,0.009757317744375351,1
2016-04-11,40.389998999999996,0.0007432606356970104,1
2016-04-12,40.419998,0.0007427333682282008,1
2016-04-13,41.310001,0.022018877883170605,1
2016-04-14,41.240002000000004,0.001694480714246308,-1
2016-04-15,41.02,0.005334674814031311,-1
2016-04-18,41.240002000000004,0.005363286201852777,1
2016-04-19,41.060001,0.004364718508015695,-1
2016-04-20,41.099998,0.0009741110332656742,1
2016-04-21,40.990002000000004,0.002676301833396569,-1
2016-04-22,40.700001,0.007074920367166698,-1
2016-04-25,40.779999,0.001965552777259053,1
2016-04-26,40.650002,0.0031877636877822367,-1
2016-04-27,40.849998,0.004919950557443976,1
2016-04-28,40.330002,0.012729400868024498,-1
2016-04-29,39.860001000000004,0.011653879908064381,-1
2016-05-02,40.299999,0.011038584770732836,1
2016-05-03,39.68,0.015384590952471239,-1
2016-05-04,39.290001000000004,0.00982860383064506,-1
2016-05-05,39.23,0.0015271315467771775,-1
2016-05-06,39.41,0.004588325261279626,1
2016-05-09,39.360001000000004,0.001268688150215493,-1
2016-05-10,40.02,0.0167682668503997,1
2016-05-11,39.650002,0.009245327336331896,-1
2016-05-12,39.82,0.004287465105298094,1
2016-05-13,39.610001000000004,0.005273706680060178,-1
2016-05-16,39.970001,0.009088613756914558,1
2016-05-17,39.599998,0.009257017531723456,-1
2016-05-18,39.470001,0.003282752691048013,-1
2016-05-19,38.84,0.015961514670344193,-1
2016-05-20,39.41,0.01467559217301733,1
2016-05-23,39.18,0.005836082212636308,-1
2016-05-24,39.900002,0.01837677386421646,1
2016-05-25,40.130001,0.005764385675970628,1
2016-05-26,39.950001,0.004485422265501556,-1
2016-05-27,40.07,0.0030037295868903724,1
2016-05-31,40.200001,0.003244347392063889,1
2016-06-01,40.259997999999996,0.0014924626494411191,1
2016-06-02,38.66,0.03974163138309146,-1
2016-06-03,39.099998,0.011381220900155272,1
2016-06-06,39.439999,0.008695678194152361,1
2016-06-07,39.130001,0.007859990057301985,-1
2016-06-08,39.279999,0.0038333247167562433,1
2016-06-09,39.049999,0.005855397297744251,-1
2016-06-10,38.740002000000004,0.007938463711612276,-1
2016-06-13,38.619999,0.0030976508467914915,-1
2016-06-14,38.830002,0.005437674920706248,1
2016-06-15,38.439999,0.01004385732455023,-1
2016-06-16,38.639998999999996,0.0052029137669851585,1
2016-06-17,39.68,0.0269151404481145,1
2016-06-20,39.73,0.0012600806451612187,1
2016-06-21,39.990002000000004,0.006544223508683796,1
2016-06-22,40.009997999999996,0.0005000249812438596,1
2016-06-23,40.830002,0.02049497728042887,1
2016-06-24,39.23,0.03918691946182132,-1
2016-06-27,38.48,0.019118021921998473,-1
2016-06-28,39.130001,0.01689191787941796,1
2016-06-29,40.549999,0.03628924006416457,1
2016-06-30,40.93,0.009371171624443198,1
2016-07-01,40.860001000000004,0.001710212558025793,-1
2016-07-05,40.400002,0.011257929239894129,-1
2016-07-06,40.529999,0.0032177473654579503,1
2016-07-07,40.529999,0.0,-1
2016-07-08,40.869999,0.008388847974064926,1
2016-07-11,40.779999,0.0022021042868144774,-1
2016-07-12,41.419998,0.01569394349421154,1
2016-07-13,41.459998999999996,0.0009657412344635223,1
2016-07-14,41.669998,0.005065099012665278,1
2016-07-15,41.77,0.0023998561267030414,1
2016-07-18,41.639998999999996,0.0031123054824038097,-1
2016-07-19,41.080002,0.013448535385411409,-1
2016-07-20,41.25,0.004138217909531739,1
2016-07-21,41.07,0.004363636363636357,-1
2016-07-22,41.080002,0.00024353542731921272,1
2016-07-25,41.16,0.001947370888638132,1
2016-07-26,40.939999,0.005345019436345878,-1
2016-07-27,40.93,0.00024423547250210085,-1
2016-07-28,41.189999,0.00635228438797949,1
2016-07-29,41.040001000000004,0.0036416121301677267,-1
2016-08-01,41.150002,0.0026803361919995297,1
2016-08-02,40.709998999999996,0.010692660476663023,-1
2016-08-03,40.709998999999996,0.0,-1
2016-08-04,40.900002,0.004667231753064017,1
2016-08-05,41.130001,0.0056234471577776305,1
2016-08-08,41.16,0.0007293702715931507,1
2016-08-09,41.099998,0.001457774538386716,-1
2016-08-10,41.09,0.00024326035246999172,-1
2016-08-11,41.279999,0.004623971769286764,1
2016-08-12,41.09,0.004602689064987457,-1
2016-08-15,41.389998999999996,0.007301022146507485,1
2016-08-16,41.32,0.0016912056460787958,-1
2016-08-17,41.209998999999996,0.0026621732817038724,-1
2016-08-18,41.139998999999996,0.0016986168817912442,-1
2016-08-19,41.32,0.004375328254140315,1
2016-08-22,41.220001,0.002420111326234193,-1
2016-08-23,41.5,0.006792794595031585,1
2016-08-24,41.07,0.010361445783132523,-1
2016-08-25,41.099998,0.0007304114925736323,1
2016-08-26,41.259997999999996,0.003892944228367033,1
2016-08-29,41.310001,0.001211900204163941,1
2016-08-30,41.310001,0.0,-1
2016-08-31,41.220001,0.002178649184733651,-1
2016-09-01,41.16,0.0014556283004458648,-1
2016-09-02,41.25,0.0021865889212828817,1
2016-09-06,41.25,0.0,-1
2016-09-07,41.25,0.0,-1
2016-09-08,40.720001,0.012848460606060522,-1
2016-09-09,40.029999,0.01694503887659548,-1
2016-09-12,40.68,0.016237847020680745,1
2016-09-13,40.18,0.012291052114060964,-1
2016-09-14,40.25,0.0017421602787456518,1
2016-09-15,40.860001000000004,0.015155304347826186,1
2016-09-16,38.919998,0.04747926951837334,-1
2016-09-19,39.23,0.00796510832297569,1
2016-09-20,39.07,0.004078511343359587,-1
2016-09-21,39.509997999999996,0.011261786536984788,1
2016-09-22,39.509997999999996,0.0,-1
2016-09-23,39.23,0.007086763203582018,-1
2016-09-26,39.029999,0.005098164669895496,-1
2016-09-27,39.299999,0.006917755749878527,1
2016-09-28,39.439999,0.0035623410575659448,1
2016-09-29,39.119999,0.00811359046941153,-1
2016-09-30,39.279999,0.004089979654651745,1
2016-10-03,38.990002000000004,0.00738281587023443,-1
2016-10-04,38.869999,0.0030777890188362664,-1
2016-10-05,39.150002,0.007203576207964416,1
2016-10-06,38.869999,0.00715205582875834,-1
2016-10-07,38.709998999999996,0.004116285158638766,-1
2016-10-10,38.619999,0.0023249806852228623,-1
2016-10-11,38.009997999999996,0.015794951211676726,-1
2016-10-12,38.049999,0.0010523810077549525,1
2016-10-13,38.029999,0.0005256241925263421,-1
2016-10-14,38.41,0.009992138048702028,1
2016-10-17,38.290001000000004,0.0031241603749021835,-1
2016-10-18,38.419998,0.003395063896707548,1
2016-10-19,38.349998,0.001821967819987921,-1
2016-10-20,38.09,0.0067796092192754735,-1
2016-10-21,37.93,0.004200577579417266,-1
2016-10-24,38.27,0.00896388083311372,1
2016-10-25,38.360001000000004,0.002351737653514525,1
2016-10-26,38.310001,0.0013034410504839209,-1
