28.5525,1,0.018711748730918135,0.2,0.012621492079766908,0.2,0.15555555555555556
529.4400019999998,1,0.014776051381436301,0.2,0.012621492079766908,0.2,0.15555555555555556
625.77002,1,0.01134973752037544,0.2,0.012621492079766908,0.2,0.15555555555555556
12.3297,-1,0.01677430066723879,-0.2,0.012621492079766908,0.2,0.15555555555555556
147.369995,1,0.015257311598430603,0.2,0.012621492079766908,0.2,0.15555555555555556
37.919998,1,0.018773777728250264,0.2,0.012621492079766908,0.2,0.15555555555555556
29.469999,1,0.01405830489706882,0.2,0.012621492079766908,0.2,0.15555555555555556
16.950001,1,0.0321923078244633,0.2,0.012621492079766908,0.2,0.15555555555555556
43.48,1,0.01573592267271187,0.2,0.012621492079766908,0.2,0.15555555555555556
28.827499,1,0.018644708180265878,0.6,0.011214269201223754,0.2,0.15555555555555556
521.380005,-1,0.015554173083191857,0.2,0.011214269201223754,0.2,0.15555555555555556
623.23999,-1,0.010327427006548607,0.2,0.011214269201223754,0.2,0.15555555555555556
12.279746,-1,0.009479381048965455,-0.2,0.011214269201223754,0.2,0.15555555555555556
145.649994,-1,0.013394813933977342,0.2,0.011214269201223754,0.2,0.15555555555555556
37.560001,-1,0.01725785138144977,0.2,0.011214269201223754,0.2,0.15555555555555556
29.389999,-1,0.01074978563236564,0.2,0.011214269201223754,0.2,0.15555555555555556
16.85,-1,0.030724089056578908,-0.2,0.011214269201223754,0.2,0.15555555555555556
43.040001,-1,0.013667887690846764,0.2,0.011214269201223754,0.2,0.15555555555555556
29.07,1,0.014762937498188217,0.6,0.008027266378138989,0.2,0.15555555555555556
522.369995,1,0.008503077740196636,0.2,0.008027266378138989,0.2,0.15555555555555556
635.1400150000002,1,0.009498291007512386,0.2,0.008027266378138989,0.2,0.15555555555555556
12.311535,1,0.005551029635702126,-0.2,0.008027266378138989,0.2,0.15555555555555556
147.529999,1,0.011063340040954977,0.2,0.008027266378138989,0.2,0.15555555555555556
37.990002,1,0.011772505828611338,0.2,0.008027266378138989,0.2,0.15555555555555556
29.73,1,0.006191134396635182,0.2,0.008027266378138989,0.2,0.15555555555555556
17.360001,1,0.018980375865587703,-0.2,0.008027266378138989,0.2,0.15555555555555556
43.98,1,0.012027942863191799,0.2,0.008027266378138989,0.2,0.15555555555555556
29.102501,1,0.011140053270622924,1.0,0.006906415184719457,0.6,0.5555555555555556
527.3900150000002,1,0.010173920693539418,0.6,0.006906415184719457,0.6,0.5555555555555556
635.97998,1,0.009131544624880496,0.6,0.006906415184719457,0.6,0.5555555555555556
12.929155,1,0.013192047253604686,0.2,0.006906415184719457,0.6,0.5555555555555556
148.410004,1,0.009294980970126121,0.6,0.006906415184719457,0.6,0.5555555555555556
38.27,1,0.010114932526632456,0.6,0.006906415184719457,0.6,0.5555555555555556
29.77,1,0.004697510995060542,0.6,0.006906415184719457,0.6,0.5555555555555556
18.129999,1,0.025337045769335154,0.2,0.006906415184719457,0.6,0.5555555555555556
44.299999,1,0.009746535436683884,0.6,0.006906415184719457,0.6,0.5555555555555556
28.48,-1,0.011024034816363062,0.6,0.005428947375413984,0.6,0.3333333333333333
538.869995,1,0.01245736425924573,0.6,0.005428947375413984,0.6,0.3333333333333333
642.900024,1,0.008490778444591748,0.6,0.005428947375413984,0.6,0.3333333333333333
12.520436,-1,0.019000918301011027,-0.2,0.005428947375413984,0.6,0.3333333333333333
148.139999,-1,0.0080731927699726,0.2,0.005428947375413984,0.6,0.3333333333333333
36.740002,-1,0.015306745567926433,0.2,0.005428947375413984,0.6,0.3333333333333333
